,relative_redness_mean,relative_redness_std,GLCM_ASM_Mean_wrinkles_pyfeats,GLCM_Contrast_Mean_wrinkles_pyfeats,GLCM_Correlation_Mean_wrinkles_pyfeats,GLCM_SumOfSquaresVariance_Mean_wrinkles_pyfeats,GLCM_InverseDifferenceMoment_Mean_wrinkles_pyfeats,GLCM_SumAverage_Mean_wrinkles_pyfeats,GLCM_SumVariance_Mean_wrinkles_pyfeats,GLCM_SumEntropy_Mean_wrinkles_pyfeats,GLCM_Entropy_Mean_wrinkles_pyfeats,GLCM_DifferenceVariance_Mean_wrinkles_pyfeats,GLCM_DifferenceEntropy_Mean_wrinkles_pyfeats,GLCM_Information1_Mean_wrinkles_pyfeats,GLCM_Information2_Mean_wrinkles_pyfeats,GLCM_MaximalCorrelationCoefficient_Mean_wrinkles_pyfeats,skin_folds_hessian,skin_folds_hessian_pct_mask,GLDS_Homogeneity_glds,GLDS_Contrast_glds,GLDS_ASM_glds,GLDS_Entopy_glds,GLDS_Mean_glds,NGTDM_Coarseness_ngtdm,NGTDM_Contrast_ngtdm,NGTDM_Busyness_ngtdm,NGTDM_Complexity_ngtdm,NGTDM_Strngth_ngtdm,LTE_LL_7_lte,LTE_EE_7_lte,LTE_SS_7_lte,LTE_LE_7_lte,LTE_ES_7_lte,LTE_LS_7_lte,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,lbp_10,contrast_scikit,correlation_scikit,energy_scikit,homogeneity_scikit,Age
0,49.527016588850046,87.35484945127061,0.0043908042714773,59.05986410801344,0.9774290458382828,1319.0587790749355,0.464866915868086,169.19551138976567,5217.175252191732,6.759029061754378,8.955969792561689,0.0008319415632207,2.7524255577314856,-0.4444252967748783,0.996837046985024,5.531653713381614,169524,0.0507225822666642,1549355.856610478,1221430869.25,2398715164743.5,-43749617.95404005,12809954.25,33.704014110465124,0.0623922611287949,8.846975851369173e-07,62236.70010131218,2293934.5606379253,108178.775757195,647.3749835909898,132.63447286540182,5084.083323461821,274.4915106407045,1424.373115695326,0.0235569970658016,0.0235007342057193,0.012588363856345,0.0114781975676072,0.0158469348387503,0.0184679147507768,0.0134634727733686,0.0149734662383471,0.0244136524208448,0.7556500705992274,0.0860601956832115,235.02628134759675,0.9362558866525104,0.7249577544868001,0.8174462668321406,21
1,53.417188697431136,87.48984240189422,0.0031484928195845,61.92721982473767,0.9720338972326628,1116.9046455905327,0.4337532955027289,170.87975235473192,4405.6913625374045,7.062337538895225,9.377763755951957,0.000770111612166,2.828166245395112,-0.4513843435242001,0.9977530255064374,5.326393914753325,164873,0.0447791191382098,1594007.713848576,1319758566.25,2699821640443.0,-48365771.94015352,14431894.75,39.30760453058832,0.0543625991571685,7.779106575951554e-07,62727.874500631646,2126565.827237407,100262.81943500062,615.2041485000522,137.39997548387885,4405.729454427257,279.57119375278603,1394.4602597872831,0.0241489053183001,0.0250417296548248,0.0145493623761232,0.0140552990100361,0.021142861079617,0.0246919321355085,0.0171969154174015,0.0173984283142269,0.0253514214327706,0.7272724290333418,0.0891507162278491,216.85370639716308,0.9439638304726004,0.697230465647909,0.7852360579310925,21
2,34.49374424248866,56.94644421722767,0.0010006925841391,137.01838834045572,0.9539484724740512,1502.735874914394,0.2554500446562915,138.024718424437,5873.925111317124,7.538819503012545,11.164537447503204,0.0003499884626464,3.9345059479797535,-0.2971693996748353,0.9887405049850804,4.545959116058103,208209,0.0548295446316111,967048.5502573154,1942285600.0,1332401643960.5,-47078273.798885874,27518277.0,23.306534333563807,0.1417806296619102,1.9045140216091616e-06,123721.61597265016,1236400.4473203204,112541.0489946788,1141.0064287205555,195.5465174021668,7374.951102159957,452.9702022980034,2447.175526975921,0.0239163084215167,0.0270151125650877,0.0147755620380868,0.014562320877425,0.0269095581905601,0.0305172705656336,0.0178943780444276,0.018368593579407,0.02561493829785,0.7146074623908205,0.0858184950291845,340.83107542605944,0.8913138856239732,0.6868503558987513,0.7302231770419974,40
3,59.86946409543756,92.99341496353392,0.0033077295101988,62.04316997635239,0.9634956040987416,856.3334318546872,0.4193095916325172,181.29360926120444,3363.2905574423903,6.864951898592996,9.280076624665703,0.0007337146624267,2.895885513678747,-0.416457433962807,0.995978837785788,5.095486014802582,166294,0.0418852624799539,1661599.2964457483,1454841606.5,2990075954044.5,-52249819.546504825,16156733.5,33.66890516507969,0.0453615440742264,8.342467939283852e-07,69458.91917697419,1778458.832132956,86542.08083813521,672.7232931228948,147.4657611617189,4192.661310595475,298.9054220724563,1342.223640312527,0.0273041363536155,0.0278677491444108,0.0165711346266901,0.0154231590398505,0.0204523697982279,0.0228506767290249,0.018009610287016,0.019206959404132,0.0280297304106827,0.7064167053781389,0.0978677688282103,289.3372015679875,0.932467381546899,0.6731533760070193,0.7603428589288083,20
4,47.5530029768466,90.07284161445796,0.0043326158522659,58.984742155181976,0.9645708982093092,844.4924954624212,0.5153703933372025,198.12472129382869,3318.985239694508,6.840418957674924,8.809536509556306,0.0009649749654012,2.489329078144082,-0.4907502529437667,0.9982135945702756,4.190139202015551,146407,0.0497716867035721,1508567.5472708656,1175883087.25,2148620757922.0,-38661496.953582965,10505532.25,49.36450550871302,0.0299391957365582,6.082177845434467e-07,37382.73885399753,1828944.173336981,78491.83421179911,515.9493586548188,103.225466107383,4043.245996284495,220.58314855071504,1210.395244679297,0.0162680041152263,0.0180742387618627,0.0135174391901822,0.0140708820179306,0.022071116255144,0.0254003028680608,0.0166643046107331,0.0160948686959351,0.018737828850676,0.7796949798437893,0.0594060347904593,194.01752243126091,0.9527592541708656,0.7574978306665444,0.8314935409320163,26
5,57.68441111977198,89.6750467756703,0.0025956209374454,41.463596184489695,0.9531505282843856,454.6320602745768,0.3737895432122555,201.73287341904268,1777.0646449138148,6.7441775192815445,9.376083234120877,0.0006546805090024,2.9505134710266496,-0.370487665737033,0.9925327778429174,3.929581534923436,166477,0.0423663164409617,1470497.2047098642,2118220199.75,2600805667790.0,-51471510.64572194,19006082.25,23.92278409516093,0.0326152379013117,1.2285615487811031e-06,69656.13323752051,760015.353855776,57609.66108914526,607.2037099368545,144.62371511287714,3485.5694264848216,289.0525033002789,1385.5125218278106,0.0288282365415301,0.0294125173217435,0.0151637429663223,0.0133871160346854,0.0174896299183253,0.0196474664325606,0.01603917994667,0.0176268424036281,0.0285250240142353,0.7116833519673301,0.1021968924529688,253.9328852336674,0.9478790183410328,0.6783643706100246,0.75835008479163,30
6,58.9416417994667,94.309968572606,0.0056592397406949,23.53951806667764,0.9601961514838926,305.23586721215884,0.512983550447883,180.71275630642037,1197.403950781957,6.235354380939411,8.301907945391498,0.0009382704855619,2.475045803357376,-0.4188936697070449,0.9933321934697874,3.4388891733136,138631,0.0368812073473496,1925759.420449653,1688915503.5,3401887239320.5,-50312548.87132207,13907463.5,26.19625096126726,0.0167755867464447,2.498281487549333e-06,20292.000180433228,208133.89630016408,39005.3073823701,543.2031014298252,125.5248755784676,3036.548844578082,255.9098773561444,1316.905156062592,0.0208767197079449,0.0235551927175191,0.0159216512608129,0.0175098058127572,0.0250199954596035,0.0289535567313345,0.0217970193478626,0.0199272224321827,0.0247509835338456,0.723546531845763,0.0781413211503737,215.3731548982201,0.9429817858105836,0.6929592568645258,0.7950766918849088,38
7,55.97796333039389,80.27963883782408,0.0039322319045235,39.13480536483412,0.9944175372118842,3527.0974197279243,0.470575128202819,101.16283688316898,14069.254873546864,7.4966757577033665,9.893895239232224,0.0007183076227155,3.0308880629259907,-0.4885679764001375,0.9990785524174788,6.135076979175145,138678,0.0408645083915187,1598235.3136157566,1107084088.75,2156214231884.0,-43855046.58817666,13344127.25,59.122210836915016,0.1546714295940516,1.093696532758035e-06,60564.91482595151,4719416.207208037,199317.25310672616,594.3891398920924,107.1789933228733,6717.816744269307,232.1312008124326,1369.8306917475877,0.0182808913174323,0.0213319895859578,0.0178777014921194,0.0236419928053525,0.0452367611139105,0.0537682665658856,0.0301129325186864,0.0238579678270485,0.0240708809243862,0.671271035420341,0.0705495804288793,1216.4725144630745,0.6924449167269314,0.6219897903210149,0.7149744523401727,73
8,58.72337331441064,94.86529665540462,0.0063229582436973,50.672462009937306,0.9693857704056767,840.0629903801744,0.5391072366050507,170.89229763237464,3309.57949951077,6.509591673496941,8.372025670683154,0.0010304440757041,2.403776186597435,-0.4797355847858306,0.9972655976594008,4.80383880248122,166613,0.0451143190503229,1983422.626944772,1297545508.0,3616485403950.0,-49601597.8412104,12048603.0,38.427777135226776,0.028669519588755,7.438722348359662e-07,47996.97064328146,2681680.135815653,74067.79190831736,469.4164498960533,94.26774203733106,4230.320243170614,196.02868977068417,1136.1906999343632,0.0198818676776266,0.0223081420068027,0.0159740593768371,0.0173353581401696,0.0261558327034517,0.0305347399376417,0.0210074529425967,0.0196088369761484,0.0239226236405055,0.7257106015631561,0.0775604850350634,220.6829749882736,0.9406213481350056,0.696025087062849,0.8042084384467295,23
9,59.099873739362,81.5181851873249,0.0106005759878754,31.21395449971676,0.9957887493416192,3729.223698602467,0.6808938005803672,76.2533257807319,14885.68083991015,6.677262063523975,8.098943138081221,0.0013860855291916,2.183189231073614,-0.5990276807011443,0.9994631883958016,6.314023466991641,149426,0.0416559339062675,2435575.5662583187,1132602272.0,4591700834080.5,-48643195.68409021,10120207.5,57.31084237660731,0.1047022011303476,1.322345767729281e-06,43214.28241617542,8407411.073922185,206001.0355309069,535.1929204986611,98.48137660338668,6208.774875429926,209.1049058434876,1158.0972804628063,0.0175341098373505,0.0193731234777861,0.0153135585509924,0.0203725137174211,0.0367578551482321,0.0459901038604742,0.0289508228703003,0.026437529744408,0.0280860479479857,0.6896379886831275,0.0715463461619215,1174.038681165669,0.6889447230283449,0.6020123390494457,0.7755115252606805,27
