,relative_redness_mean,relative_redness_std,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,lbp_10,contrast_scikit,correlation_scikit,energy_scikit,homogeneity_scikit,GLCM_ASM_Mean_pyfeats,GLCM_Contrast_Mean_pyfeats,GLCM_Correlation_Mean_pyfeats,GLCM_SumOfSquaresVariance_Mean_pyfeats,GLCM_InverseDifferenceMoment_Mean_pyfeats,GLCM_SumAverage_Mean_pyfeats,GLCM_SumVariance_Mean_pyfeats,GLCM_SumEntropy_Mean_pyfeats,GLCM_Entropy_Mean_pyfeats,GLCM_DifferenceVariance_Mean_pyfeats,GLCM_DifferenceEntropy_Mean_pyfeats,GLCM_Information1_Mean_pyfeats,GLCM_Information2_Mean_pyfeats,GLCM_MaximalCorrelationCoefficient_Mean_pyfeats,GLDS_Homogeneity_glds,GLDS_Contrast_glds,GLDS_ASM_glds,GLDS_Entopy_glds,GLDS_Mean_glds,NGTDM_Coarseness_ngtdm,NGTDM_Contrast_ngtdm,NGTDM_Busyness_ngtdm,NGTDM_Complexity_ngtdm,NGTDM_Strngth_ngtdm,LTE_LL_7_lte,LTE_EE_7_lte,LTE_SS_7_lte,LTE_LE_7_lte,LTE_ES_7_lte,LTE_LS_7_lte,skin_folds_hessian,skin_folds_hessian_pct_mask
0,20.023273958333334,43.926334830670775,0.018590625,0.021086979166666665,0.017772395833333333,0.021850520833333335,0.034508854166666665,0.042660416666666666,0.024940104166666668,0.023830729166666665,0.02295625,0.6994807291666667,0.07232239583333333,60.86526384535005,0.9840168029307577,0.6508896747926634,0.7523238594159073,0.007544709315389774,78.62105258324343,0.9943937627761864,7012.739660598807,0.413031610760479,190.43437365769506,27972.33758981199,7.740690345585537,10.598717392211292,0.0005347961090456285,3.6938104183502465,-0.44656454778243637,0.9987623352047538,5.461075093609379,67541.71217312355,50608042.0,8892703945.5,-3695567.020949915,2885296.5,28.53269932755464,0.27383799705170486,6.9957601756761e-07,127279.11024651954,1079730.7887556993,164923.3360002195,1503.7526404159005,254.58394398131367,11018.584643498401,588.3199607364006,3280.4919668054235,85322,0.22562705768798508
1,38.94232291666667,78.36340182936621,0.013615625,0.016260416666666666,0.017919791666666667,0.02596875,0.0437640625,0.055942708333333334,0.030334375,0.028383854166666667,0.021255729166666668,0.691134375,0.0554203125,23.512031870428423,0.9798004856099402,0.6253995992184579,0.7961809795557154,0.011716316399971054,13.579835085338482,0.9956563416191155,1563.4748503941323,0.6344667711913707,95.69923438008932,6240.319566491188,6.969648516819338,8.612378027826157,0.001205289039240535,2.2825753289661828,-0.589931934212919,0.9995790469282455,4.88400367265289,209097.45102852146,9239528.0,38348587149.5,-4573301.982579132,901141.0,54.66515157129284,0.018368598281209722,5.909285024038523e-07,32298.079429488756,3998134.078961602,87020.64735014,412.6331338366888,57.15143520903472,5438.696259399805,141.70692546569308,1256.4506907150435,48714,0.11764194480869962
2,22.745503125,50.06951930698229,0.019330208333333335,0.019286458333333333,0.0129328125,0.014019270833333333,0.0221140625,0.02761145833333333,0.016499479166666668,0.018029166666666666,0.0212109375,0.7594604166666666,0.06950572916666667,38.76381974921631,0.9882847747054699,0.7186899936185074,0.8001625177176701,0.004040648819100132,58.93017115453391,0.994854921013357,5728.532656428668,0.3822295416977596,209.68186201151616,22855.200454560123,7.65165004196109,10.61614819530855,0.0004848843708008569,3.6537690468771356,-0.42291861010319226,0.9981393398467651,5.179555649625934,75220.58515603191,30968133.5,10249567343.0,-3619336.485831641,2207224.5,24.40769743213718,0.1679661466786255,7.294794926566086e-07,105348.07000775619,1123309.9489757353,133346.5996176122,1101.181091226308,211.25913280793114,8409.45459363992,469.29117899523163,2525.1531580366823,89289,0.24558011353634923
3,26.738475,63.198767751431454,0.009849479166666666,0.011808854166666667,0.0131796875,0.019648958333333334,0.03584427083333333,0.04317135416666667,0.0230328125,0.018364583333333333,0.0138296875,0.7725072916666667,0.038763020833333335,32.11586677115988,0.9744108639071587,0.7417875655721116,0.8333280814450051,0.004996123043194449,55.0613656374952,0.9875781740686723,2216.8261333846585,0.5250609563213811,121.64718652070107,8812.243167901139,7.50154283903386,9.691755794333101,0.000852405047030529,2.8216063455250087,-0.5276490369765648,0.9994554338719702,4.9635734633667195,164780.98151510407,26561875.0,24548288741.5,-3968210.942987923,1166473.0,67.52960999152225,0.08550845967781483,5.316698907114408e-07,48070.14554068135,2947392.0210162825,162216.25713284363,887.2569299443054,147.52475980575758,8084.071615206702,344.84352656540625,2430.1363813020166,33419,0.08994264706278142
4,18.04269375,40.21961230173717,0.017556770833333332,0.0172859375,0.011439583333333333,0.011878645833333333,0.0203703125,0.022891145833333335,0.013755208333333333,0.014149479166666666,0.018347916666666665,0.7902083333333333,0.06211666666666667,49.09946081504704,0.9875533155148751,0.7579620114442475,0.8096026060423455,0.002385278407638635,102.62366297287835,0.9909967393008066,5703.983914091216,0.31012267912862906,268.5480633326928,22713.311993391977,7.902031140173869,11.29861401962935,0.00035318612295586713,4.076624452723683,-0.37826173519694195,0.9971578504738268,5.280554517894096,70406.24982429683,54657715.75,8644187247.0,-3556340.2059034226,2698606.75,19.952211606197828,0.23045091525227893,8.149149330052721e-07,140108.88085714763,1078538.2696923753,141210.87333560767,1502.6177077192701,277.08119532781575,9822.991939489812,634.4229637521983,3244.81140266895,84215,0.23137578130366096
5,48.03193802083333,89.68516648105002,0.0136984375,0.015097395833333334,0.015622916666666667,0.020259375,0.03415625,0.03785989583333333,0.021193229166666668,0.017819270833333335,0.016388020833333333,0.7599994791666667,0.04790572916666667,29.95452246603971,0.9779252258511253,0.7338719236025374,0.8258588847577911,0.003171208656710872,30.760350252640478,0.98564331010777,1073.1286838779697,0.5021531170439658,144.1392093706288,4261.754385259242,7.358208373878526,9.524481890779102,0.0008672684564180059,2.6772693193965287,-0.5066949130211135,0.9991006373894195,5.065976484649134,222111.2562073371,15340868.75,46650354436.0,-5158524.067346172,1065178.25,59.50957697846283,0.02581909800295663,5.425489545544102e-07,38346.79184300461,3496569.898144688,97184.83246458182,534.9819971805633,75.8144183585692,5668.602740759957,198.22450933557067,1485.2898571963822,37804,0.08170481315783786
6,37.94695625,67.0580240188966,0.0221375,0.022538541666666665,0.014716666666666666,0.016388541666666666,0.0267625,0.030210416666666667,0.018916666666666665,0.018927604166666667,0.023164583333333332,0.727434375,0.07880260416666666,43.700634273772216,0.9877486900579765,0.6921729905375675,0.7608318424035128,0.0010696167442080867,74.32672742898016,0.9879868446219858,3096.2100317772356,0.3075702342972419,240.38554699092072,12310.513399679958,7.965665629331429,11.307871133914633,0.00039456640839202544,3.7941967744938783,-0.3860366771915884,0.9975310673797875,5.149631529102283,122513.31592474027,43050267.75,23630529397.5,-5272187.695791491,2739925.75,27.558129385216287,0.12143627212613804,7.242111562131485e-07,92076.48478852872,1078403.3966847593,123150.35724834871,1062.2585671686022,209.78247201518465,7455.724609153971,460.7181989497882,2363.6793161442647,82063,0.16197880890910096
7,25.196644270833332,51.342236981049474,0.020180729166666668,0.01909375,0.0111875,0.0116234375,0.020191145833333334,0.023425,0.013340625,0.013853645833333334,0.019865104166666668,0.7771729166666667,0.07006614583333333,64.50784012539187,0.9823620895429619,0.7480133525577868,0.7945587326801601,0.0010053717768078183,132.67520974503054,0.982958179728555,3897.284805769863,0.26148135223299446,262.98093110636194,15456.464013334426,7.9576600466861285,11.635073547087774,0.00030423963929987794,4.167659811426329,-0.3380816708246269,0.9951364469337479,5.519123106418867,83016.15596097277,62609331.5,12150042031.5,-4141992.3471082943,2977813.5,20.636510814332492,0.22737794568017958,8.707475872792328e-07,129219.41212198706,910452.3589444528,134393.4270536139,1381.3826249666934,270.3611531857906,10320.880883555696,593.2856059874593,3165.589608281786,74062,0.1778771561558821
8,30.7347890625,54.67711067153967,0.022467708333333333,0.0228734375,0.0149671875,0.0153953125,0.024441145833333334,0.0272578125,0.017718229166666665,0.017029166666666668,0.023141145833333335,0.7323427083333334,0.08236614583333333,50.42683281086728,0.9882440280647186,0.7005832961351645,0.7528567308503269,0.0009871947226315833,99.13302956977333,0.9872026060444467,3876.472703528082,0.2526754567037609,269.3707314841042,15406.75778454258,7.904907384793926,11.60085479675824,0.0002933525112309682,4.168237737565432,-0.3299064695023741,0.9943875526080428,5.358924610081065,95300.94992049324,55889146.75,17036635176.0,-5065415.949620294,3477071.25,20.92687375725455,0.2178711719592558,8.524713228817914e-07,124921.84688898321,965903.0621438139,149533.12185430527,1321.5672433796576,251.46336387079933,8550.844917096789,561.1601503554257,2818.467119698736,100418,0.2009782926311829
9,21.8435734375,45.69118457556172,0.018096875,0.0180640625,0.011208854166666667,0.0114,0.018041666666666668,0.020184375,0.0126078125,0.012921875,0.01813125,0.7959927083333334,0.06335052083333333,45.40507941483804,0.987003352782796,0.7710970354210767,0.8078492178762293,0.0007802047780600852,114.47427531005599,0.9827868409988472,3328.6987158662614,0.23331828218464393,272.4237645570881,13200.320588154984,8.000424253012175,11.781180357092367,0.0002730145149090352,4.249416264912802,-0.32292458385938333,0.9941002481521317,5.372183830851301,74579.72254546844,49346643.25,10459616236.5,-3911940.1827309914,2849081.25,22.162071306100508,0.218693756528229,8.448729353174114e-07,126507.12491061664,919086.7304863627,145045.1167931246,1400.474613199836,268.2171507680338,9040.4743654257,602.3218624278611,3113.3040527463318,91192,0.23026770969582805
